student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
20793,15,female,public,phd,4.4,59.7,yes,15-30 min,no,group study,51.3,59.5,73.7,57.8,d
20794,15,other,public,post graduate,0.7,63.4,yes,30-60 min,no,group study,18.0,45.5,36.2,37.8,f
20795,18,male,public,graduate,7.8,51.6,yes,<15 min,yes,mixed,90.2,88.1,82.1,80.7,c
20796,16,male,private,phd,5.8,53.4,yes,>60 min,no,coaching,91.5,85.6,75.3,74.1,c
20797,16,male,public,high school,3.8,76.8,yes,<15 min,yes,textbook,51.5,52.7,66.7,51.6,e
20798,18,female,private,no formal,7.0,55.7,yes,<15 min,yes,textbook,75.1,62.8,80.6,79.0,c
20799,14,other,public,no formal,6.4,62.5,yes,<15 min,no,online videos,98.7,96.3,90.0,86.1,b
20800,17,other,private,no formal,7.2,94.0,yes,<15 min,yes,notes,86.5,86.2,96.1,86.2,b
20801,16,female,private,graduate,6.5,55.7,yes,30-60 min,yes,notes,73.4,100.0,94.3,75.6,c
20802,15,female,private,diploma,1.1,76.9,yes,30-60 min,yes,textbook,17.0,36.4,36.0,33.7,f
20803,16,other,private,no formal,3.6,90.7,yes,>60 min,yes,online videos,58.4,80.7,54.1,69.5,d
20804,15,other,public,high school,7.7,79.1,yes,30-60 min,no,notes,94.3,100.0,95.8,99.9,a
20805,19,male,private,high school,2.9,87.6,yes,30-60 min,yes,group study,43.6,61.5,52.3,54.2,e
20806,16,other,private,high school,0.6,95.3,no,<15 min,yes,group study,55.3,51.9,80.2,52.2,e
20807,17,male,private,no formal,5.2,92.7,yes,<15 min,yes,coaching,100.0,81.9,92.2,86.5,b
20808,15,male,public,post graduate,4.0,90.2,yes,15-30 min,no,notes,83.3,69.6,72.8,76.8,c
20809,14,other,public,post graduate,7.6,92.6,yes,30-60 min,yes,group study,100.0,100.0,96.8,92.3,b
20810,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,coaching,74.4,69.1,71.1,79.6,c
20811,17,other,public,high school,0.8,75.3,yes,30-60 min,yes,online videos,51.7,32.3,52.7,44.9,e
20812,16,other,public,no formal,3.9,86.9,yes,>60 min,no,textbook,38.3,67.2,46.1,61.0,d
20813,15,female,public,graduate,0.7,86.0,no,<15 min,yes,mixed,44.0,37.4,35.3,38.9,f
20814,19,female,private,post graduate,3.3,53.2,yes,<15 min,no,group study,49.0,66.6,62.6,55.8,d
20815,19,female,public,no formal,2.4,88.8,yes,15-30 min,no,textbook,61.5,66.8,57.7,58.1,d
20816,16,male,private,diploma,6.5,63.5,yes,15-30 min,no,coaching,91.7,75.5,77.8,72.4,c
20817,16,female,public,no formal,7.7,98.7,yes,>60 min,yes,mixed,100.0,93.0,100.0,100.0,a
20818,14,female,private,diploma,5.0,77.1,yes,30-60 min,no,group study,64.0,66.6,71.2,71.2,c
20819,19,other,public,diploma,3.9,51.6,yes,>60 min,no,notes,58.4,48.6,46.0,53.8,e
20820,15,other,private,phd,6.1,61.4,yes,30-60 min,no,mixed,95.4,81.5,80.3,80.6,c
20821,14,male,private,post graduate,4.3,78.4,yes,>60 min,no,textbook,51.5,47.5,65.8,58.8,d
20822,15,male,private,diploma,5.7,71.4,yes,30-60 min,yes,coaching,82.7,76.3,75.9,82.3,c
20823,19,male,private,post graduate,7.4,99.6,yes,15-30 min,yes,textbook,75.2,74.9,94.3,89.7,b
20824,17,male,public,diploma,1.4,64.3,yes,>60 min,no,group study,21.1,43.7,43.6,35.7,f
20825,14,other,public,graduate,4.7,63.6,yes,>60 min,yes,group study,78.9,51.0,68.7,64.7,d
20826,14,other,private,high school,2.4,99.5,yes,30-60 min,yes,online videos,56.6,46.6,60.1,49.5,e
20827,17,other,private,diploma,4.5,86.3,yes,<15 min,no,textbook,70.9,50.8,82.0,63.6,d
20828,17,other,public,high school,8.0,75.3,yes,15-30 min,yes,mixed,94.6,90.3,97.8,97.1,a
20829,14,female,private,post graduate,3.1,70.0,no,<15 min,no,group study,28.8,26.2,40.0,43.7,e
20830,19,other,public,phd,1.3,51.8,yes,30-60 min,yes,textbook,42.1,31.0,16.8,40.2,e
20831,17,other,private,phd,6.6,93.0,yes,<15 min,no,group study,94.8,76.5,84.3,94.0,b
20832,19,male,private,graduate,6.3,91.1,yes,30-60 min,no,mixed,81.9,60.1,67.9,77.3,c
20833,16,male,public,high school,1.8,90.7,no,>60 min,no,online videos,81.4,57.0,53.1,56.5,d
20834,16,other,private,phd,6.6,89.7,yes,>60 min,no,textbook,76.3,85.1,71.6,83.1,c
20835,17,other,public,high school,5.4,69.9,yes,>60 min,no,online videos,54.9,69.5,46.2,67.1,d
20836,14,female,private,diploma,4.9,70.5,yes,15-30 min,no,textbook,72.6,62.7,59.3,61.6,d
20837,16,other,private,graduate,5.1,79.9,yes,<15 min,yes,notes,69.8,75.3,68.6,75.3,c
20838,18,female,public,high school,5.7,93.4,yes,>60 min,no,mixed,92.7,91.9,85.0,90.2,b
20839,18,other,private,post graduate,4.8,64.8,yes,30-60 min,yes,group study,80.8,65.1,65.2,68.9,d
20840,16,female,public,graduate,6.5,88.0,yes,30-60 min,yes,mixed,81.3,90.1,83.8,84.0,c
20841,14,other,public,graduate,1.8,70.0,yes,30-60 min,no,textbook,39.6,31.9,30.0,34.8,f
20842,19,male,public,no formal,6.2,71.8,yes,30-60 min,no,notes,71.3,63.5,69.8,71.0,c
20843,15,other,public,phd,4.7,66.4,yes,>60 min,yes,notes,87.5,54.5,82.5,72.3,c
20844,19,female,public,phd,4.9,76.6,yes,30-60 min,yes,mixed,55.2,67.2,68.9,66.7,d
20845,19,male,private,high school,7.8,60.4,yes,>60 min,yes,online videos,85.1,100.0,100.0,96.3,a
20846,14,other,public,no formal,1.1,99.3,yes,<15 min,no,group study,64.0,58.6,58.0,56.2,d
20847,19,other,private,graduate,2.5,92.7,yes,15-30 min,no,textbook,69.4,62.2,60.4,66.8,d
20848,18,other,public,diploma,0.7,50.4,yes,15-30 min,no,notes,31.1,20.8,18.4,24.7,f
20849,19,male,private,no formal,1.6,55.7,yes,>60 min,no,group study,25.3,29.4,20.1,27.1,f
20850,17,male,private,diploma,7.5,95.7,yes,15-30 min,yes,mixed,90.7,87.6,79.0,100.0,a
20851,15,other,private,post graduate,2.1,66.6,yes,15-30 min,no,mixed,54.7,59.4,46.9,51.9,e
20852,17,other,public,post graduate,6.4,52.5,no,<15 min,no,group study,72.5,78.2,86.8,77.4,c
20853,14,male,private,post graduate,1.3,86.2,yes,30-60 min,yes,group study,33.2,47.7,49.0,45.7,e
20854,18,female,private,phd,7.7,51.2,yes,15-30 min,no,online videos,84.9,95.2,82.1,81.3,c
20855,18,other,private,no formal,7.5,88.7,yes,<15 min,yes,coaching,96.7,100.0,100.0,100.0,a
20856,15,other,public,diploma,7.0,61.9,yes,>60 min,yes,mixed,63.6,77.5,80.8,84.2,c
20857,18,male,private,no formal,0.9,78.8,yes,<15 min,yes,online videos,45.0,45.4,45.8,38.2,f
20858,19,other,public,post graduate,2.2,69.9,yes,15-30 min,no,group study,63.1,46.4,79.9,54.5,e
20859,16,female,private,high school,5.0,51.3,no,>60 min,no,coaching,55.6,66.7,50.7,59.2,d
20860,14,female,private,diploma,5.4,96.1,yes,>60 min,no,textbook,47.5,97.6,65.4,71.8,c
20861,19,male,private,graduate,6.3,91.1,yes,30-60 min,no,mixed,81.9,60.1,67.9,77.3,c
20862,18,female,public,no formal,3.9,99.3,yes,15-30 min,yes,notes,82.2,87.3,80.1,78.4,c
20863,15,other,private,post graduate,7.4,89.9,yes,>60 min,no,mixed,99.7,100.0,97.4,96.6,a
20864,19,female,private,diploma,1.6,62.8,no,15-30 min,yes,textbook,45.6,31.9,25.4,29.6,f
20865,18,other,private,high school,0.6,55.0,no,15-30 min,yes,group study,39.1,48.6,38.1,35.0,f
20866,14,male,private,phd,7.3,91.9,no,15-30 min,no,coaching,94.8,83.8,88.2,93.7,b
20867,17,female,private,diploma,4.7,87.2,yes,30-60 min,yes,mixed,83.1,82.0,83.2,81.3,c
20868,14,male,public,phd,5.8,58.9,yes,<15 min,no,notes,78.4,88.3,63.1,70.8,c
20869,19,male,private,graduate,1.4,52.5,yes,>60 min,yes,mixed,33.7,44.8,25.1,38.1,f
20870,16,female,public,no formal,2.6,64.2,yes,30-60 min,no,notes,45.3,51.6,40.5,49.2,e
20871,16,male,public,high school,1.0,78.0,yes,>60 min,yes,coaching,48.0,41.3,29.5,43.9,e
20872,17,other,public,post graduate,4.5,81.6,yes,30-60 min,no,online videos,68.4,64.5,62.5,71.5,c
20873,17,male,public,post graduate,7.1,84.4,no,<15 min,yes,online videos,97.4,67.9,78.6,80.9,c
20874,14,other,public,post graduate,7.5,92.1,yes,>60 min,yes,notes,100.0,96.3,89.4,100.0,a
20875,16,female,private,phd,5.0,85.4,yes,30-60 min,no,textbook,66.2,98.1,70.7,80.5,c
20876,14,female,public,diploma,5.9,54.2,yes,<15 min,no,notes,90.3,75.7,97.3,76.8,c
20877,15,other,private,no formal,7.8,90.6,yes,15-30 min,no,coaching,95.0,98.0,100.0,100.0,a
20878,19,other,private,phd,5.0,87.5,yes,<15 min,no,mixed,60.8,99.0,93.1,65.3,d
20879,17,female,public,phd,1.2,83.7,yes,>60 min,no,textbook,44.9,43.6,33.6,42.5,e
20880,17,male,private,no formal,3.7,84.7,yes,15-30 min,no,group study,87.6,61.7,68.8,64.9,d
20881,15,female,public,phd,0.8,82.4,yes,<15 min,no,group study,25.5,20.9,35.5,35.4,f
20882,18,male,public,no formal,6.3,79.9,no,15-30 min,yes,notes,90.0,92.1,100.0,90.4,b
20883,18,male,public,post graduate,5.3,87.4,no,15-30 min,yes,notes,65.7,60.5,80.3,72.9,c
20884,18,female,private,post graduate,2.0,60.5,yes,<15 min,yes,group study,38.3,35.8,33.5,42.0,e
20885,14,male,public,diploma,0.8,80.9,yes,30-60 min,no,notes,24.7,15.7,12.6,29.5,f
20886,18,other,public,phd,3.9,93.2,yes,30-60 min,yes,group study,76.9,55.8,88.4,74.3,c
20887,18,male,public,graduate,3.5,84.6,yes,15-30 min,yes,mixed,63.2,54.5,66.2,52.4,e
20888,17,other,private,post graduate,1.5,78.6,yes,<15 min,no,textbook,48.6,42.9,44.5,50.9,e
20889,18,female,public,phd,3.6,56.1,yes,30-60 min,no,mixed,55.8,42.0,37.8,48.2,e
20890,15,other,private,high school,6.3,60.8,yes,30-60 min,no,online videos,83.7,96.1,72.8,80.3,c
20891,19,female,private,phd,6.3,84.2,yes,30-60 min,yes,mixed,85.7,100.0,75.7,90.9,b
20892,17,male,private,graduate,7.0,91.4,yes,15-30 min,yes,online videos,89.8,100.0,82.1,98.4,a
20893,18,other,public,graduate,1.7,65.2,yes,>60 min,no,textbook,30.0,38.4,26.6,33.9,f
20894,15,female,private,high school,4.1,50.6,yes,>60 min,yes,textbook,71.3,34.4,41.1,45.8,e
20895,19,male,public,phd,7.1,95.2,yes,15-30 min,yes,textbook,87.5,100.0,98.5,95.0,a
20896,15,other,public,high school,5.6,80.6,yes,30-60 min,yes,notes,75.7,63.5,70.1,73.5,c
20897,15,female,private,no formal,7.6,53.0,yes,30-60 min,yes,coaching,92.6,89.9,100.0,88.1,b
20898,14,female,public,phd,6.3,74.8,yes,30-60 min,no,group study,87.8,78.6,89.7,79.9,c
20899,15,male,public,phd,4.5,94.6,yes,15-30 min,yes,notes,78.0,74.4,75.2,75.1,c
20900,18,other,public,diploma,1.0,76.0,yes,30-60 min,yes,online videos,41.1,27.4,33.3,33.2,f
20901,19,male,public,phd,1.8,64.8,no,30-60 min,yes,notes,28.6,13.9,52.3,35.8,f
20902,15,male,private,no formal,4.7,98.3,yes,15-30 min,yes,online videos,65.9,68.5,78.8,69.6,d
20903,17,other,private,high school,0.6,76.1,no,15-30 min,yes,textbook,39.9,21.9,25.8,26.9,f
20904,19,other,private,graduate,6.6,54.0,no,15-30 min,no,group study,58.1,67.1,49.9,67.8,d
20905,15,other,private,high school,6.0,97.7,yes,<15 min,yes,mixed,68.6,70.4,78.8,83.3,c
20906,15,other,public,post graduate,0.7,63.4,yes,30-60 min,no,group study,18.0,45.5,36.2,37.8,f
20907,15,female,private,no formal,6.5,67.0,yes,15-30 min,no,notes,79.1,76.6,64.0,76.8,c
20908,19,female,public,graduate,7.1,52.7,yes,15-30 min,yes,group study,71.6,69.5,89.2,68.6,d
20909,14,female,public,phd,0.5,72.4,yes,<15 min,no,notes,20.8,36.8,40.0,32.2,f
20910,15,male,public,phd,6.9,94.8,yes,30-60 min,no,mixed,91.6,82.2,85.4,95.0,b
20911,17,female,private,post graduate,5.5,73.5,yes,15-30 min,no,mixed,83.5,58.0,65.4,74.9,c
20912,14,male,public,phd,7.5,87.9,yes,>60 min,yes,online videos,91.6,84.7,99.6,85.8,b
20913,14,female,private,high school,6.1,93.4,yes,30-60 min,yes,group study,100.0,88.9,78.8,87.0,b
20914,16,male,public,graduate,3.4,53.9,yes,<15 min,no,textbook,46.8,31.6,38.4,43.1,e
20915,15,other,public,diploma,7.9,88.3,yes,30-60 min,yes,online videos,92.2,76.0,89.7,100.0,a
20916,19,other,public,post graduate,5.2,76.9,no,15-30 min,no,notes,85.6,71.3,54.5,65.0,d
20917,19,male,private,diploma,5.0,91.1,yes,<15 min,yes,coaching,70.6,90.3,86.8,70.7,c
20918,14,other,public,post graduate,7.6,92.6,yes,30-60 min,yes,group study,100.0,100.0,96.8,92.3,b
20919,17,male,private,post graduate,2.8,54.1,no,>60 min,yes,group study,43.4,36.5,55.7,48.2,e
20920,18,female,public,phd,6.8,52.1,yes,15-30 min,yes,mixed,62.1,66.9,70.3,70.1,c
20921,19,other,private,diploma,1.9,74.4,no,15-30 min,no,textbook,45.1,39.9,53.1,49.1,e
20922,14,female,public,diploma,3.5,53.5,yes,30-60 min,yes,group study,40.2,38.7,36.0,45.2,e
20923,19,female,public,diploma,0.8,56.3,yes,>60 min,no,notes,12.8,26.2,14.7,22.6,f
20924,17,other,private,high school,3.1,99.0,yes,30-60 min,no,notes,68.5,87.7,50.1,72.2,c
20925,15,other,public,graduate,3.8,65.2,yes,30-60 min,no,mixed,62.0,58.6,59.5,56.2,d
20926,15,male,private,graduate,7.2,69.8,no,15-30 min,yes,coaching,90.4,82.9,81.1,87.5,b
20927,18,female,private,phd,2.2,73.3,yes,<15 min,no,coaching,45.2,51.5,37.8,42.8,e
20928,17,male,private,post graduate,5.0,57.6,yes,30-60 min,no,textbook,58.9,83.0,61.1,69.7,d
20929,18,female,private,post graduate,1.9,72.5,yes,<15 min,yes,textbook,39.3,44.8,42.7,52.9,e
20930,19,male,private,diploma,0.8,83.1,yes,30-60 min,no,mixed,49.9,37.7,39.3,40.9,e
20931,16,female,private,graduate,4.9,87.0,no,>60 min,yes,mixed,94.6,81.2,69.0,80.6,c
20932,19,male,private,high school,0.9,93.6,no,>60 min,no,textbook,41.3,41.8,43.4,41.2,e
20933,19,female,public,graduate,5.1,78.3,yes,15-30 min,yes,group study,70.4,66.8,81.9,79.0,c
20934,14,male,public,post graduate,1.5,74.1,yes,>60 min,no,mixed,37.7,50.1,37.3,44.8,e
20935,17,male,private,post graduate,4.3,83.2,yes,15-30 min,no,textbook,74.4,59.7,69.7,76.3,c
20936,18,other,public,high school,4.9,85.3,yes,<15 min,no,coaching,88.1,66.1,70.3,69.3,d
20937,16,male,public,no formal,7.0,58.3,yes,15-30 min,yes,mixed,86.1,89.0,92.4,89.0,b
20938,19,female,private,high school,7.4,50.8,yes,<15 min,no,textbook,76.5,82.0,73.7,69.8,d
20939,18,female,public,graduate,1.2,88.7,no,30-60 min,yes,notes,55.6,73.1,57.4,53.4,e
20940,17,female,public,graduate,5.9,83.4,yes,15-30 min,yes,notes,77.2,98.4,95.3,90.4,b
20941,15,other,public,post graduate,1.5,71.4,yes,>60 min,no,textbook,52.6,53.9,58.0,50.3,e
20942,15,female,public,diploma,7.6,82.3,yes,<15 min,yes,group study,73.5,100.0,92.8,89.7,b
20943,19,male,public,graduate,5.6,65.3,yes,<15 min,no,coaching,85.1,55.1,83.0,80.5,c
20944,14,other,private,phd,7.5,86.5,yes,30-60 min,no,coaching,82.8,100.0,96.6,93.0,b
20945,14,female,public,diploma,7.9,50.9,yes,30-60 min,no,textbook,87.8,91.4,74.6,87.8,b
20946,16,other,private,no formal,6.3,82.8,yes,<15 min,yes,group study,90.7,93.8,86.7,90.9,b
20947,14,other,public,no formal,2.7,92.0,yes,<15 min,no,group study,39.3,39.0,32.6,51.8,e
20948,18,other,public,post graduate,2.9,89.6,yes,30-60 min,yes,coaching,65.7,48.8,71.8,63.3,d
20949,19,male,private,diploma,6.8,73.6,yes,30-60 min,yes,notes,72.1,59.8,84.5,75.3,c
20950,14,male,private,no formal,2.6,98.9,no,<15 min,no,notes,51.2,64.5,58.5,55.3,d
20951,16,other,private,high school,3.4,68.1,yes,30-60 min,no,textbook,55.8,42.9,41.6,45.6,e
20952,15,female,private,diploma,3.5,67.4,yes,<15 min,no,notes,61.6,54.5,50.9,56.7,d
20953,14,female,public,diploma,5.4,98.9,yes,30-60 min,no,group study,79.1,77.4,69.5,79.9,c
20954,15,female,public,no formal,1.6,83.2,no,<15 min,yes,mixed,48.0,38.5,63.6,47.9,e
20955,16,female,private,post graduate,7.1,94.5,yes,15-30 min,no,coaching,100.0,100.0,100.0,100.0,a
20956,17,male,private,phd,5.1,77.5,yes,30-60 min,no,mixed,78.1,77.2,67.5,72.6,c
20957,17,female,private,diploma,2.0,71.7,yes,>60 min,yes,textbook,45.7,24.3,40.3,43.7,e
20958,14,female,private,diploma,6.4,73.9,yes,>60 min,yes,mixed,83.5,77.8,78.3,71.3,c
20959,15,female,public,phd,3.8,91.9,no,<15 min,yes,group study,69.1,63.9,76.2,76.6,c
20960,18,male,private,post graduate,6.6,53.3,yes,<15 min,yes,group study,72.1,69.5,81.2,68.9,d
20961,15,other,public,post graduate,0.5,56.2,yes,<15 min,no,group study,28.7,24.9,30.9,25.1,f
20962,17,other,public,diploma,0.6,76.3,yes,<15 min,yes,notes,28.6,39.0,28.0,34.9,f
20963,17,male,public,phd,4.1,57.6,yes,15-30 min,yes,group study,65.1,74.3,56.0,64.8,d
20964,17,male,public,phd,4.1,57.6,yes,15-30 min,yes,group study,65.1,74.3,56.0,64.8,d
20965,19,male,private,phd,1.5,98.7,yes,15-30 min,yes,coaching,26.8,50.2,45.4,50.0,e
20966,15,female,private,no formal,7.5,58.9,yes,>60 min,yes,group study,78.5,87.3,68.5,81.2,c
20967,17,male,public,high school,4.1,80.6,yes,15-30 min,yes,mixed,59.2,69.7,51.3,62.2,d
20968,18,other,public,no formal,2.3,87.6,yes,30-60 min,no,coaching,56.4,54.7,51.6,55.9,d
20969,17,other,private,phd,4.9,64.6,yes,30-60 min,no,notes,71.5,64.9,60.9,67.5,d
20970,16,other,public,post graduate,5.0,94.6,yes,30-60 min,no,coaching,63.2,64.3,86.7,72.9,c
20971,14,female,private,graduate,5.4,67.2,yes,>60 min,yes,textbook,82.4,66.1,57.7,74.4,c
20972,19,other,private,high school,1.3,53.7,yes,15-30 min,no,coaching,35.9,41.6,36.5,37.3,f
20973,15,female,public,post graduate,1.3,89.8,yes,30-60 min,no,coaching,40.6,43.6,59.2,48.7,e
20974,17,female,public,post graduate,6.5,93.1,no,<15 min,no,group study,74.1,84.5,95.1,87.8,b
20975,15,male,public,phd,0.8,54.4,yes,>60 min,yes,mixed,27.5,0.0,27.5,27.3,f
20976,16,male,public,no formal,4.7,84.4,yes,30-60 min,yes,notes,74.8,73.0,56.6,62.9,d
20977,14,other,private,graduate,1.1,53.7,yes,15-30 min,yes,mixed,29.7,35.5,14.4,35.9,f
20978,16,male,public,diploma,7.4,62.1,yes,30-60 min,no,coaching,100.0,100.0,80.3,89.4,b
20979,18,other,public,post graduate,4.5,93.3,yes,<15 min,no,group study,70.5,75.7,74.1,66.4,d
20980,17,other,private,diploma,5.5,98.6,yes,15-30 min,no,group study,83.1,94.3,68.0,82.8,c
20981,16,female,private,graduate,5.0,53.3,yes,<15 min,no,group study,60.4,59.2,56.4,59.6,d
20982,14,other,private,phd,4.9,67.3,yes,<15 min,yes,mixed,46.5,63.3,74.9,67.2,d
20983,17,other,private,phd,7.5,72.1,no,30-60 min,yes,notes,84.1,100.0,98.9,98.6,a
20984,15,male,private,post graduate,1.3,61.5,yes,<15 min,no,notes,21.9,43.0,25.0,34.9,f
20985,18,other,private,phd,7.8,82.2,yes,30-60 min,no,online videos,85.5,75.6,86.4,91.1,b
20986,18,male,public,diploma,3.6,59.6,yes,15-30 min,no,mixed,55.1,54.5,28.7,52.2,e
20987,15,other,public,diploma,1.9,74.1,yes,<15 min,no,notes,33.5,50.0,50.7,43.6,e
20988,18,other,private,no formal,2.3,64.9,yes,>60 min,yes,mixed,32.7,54.2,45.1,36.1,f
20989,19,female,public,diploma,7.9,86.8,yes,<15 min,yes,group study,84.6,100.0,98.0,99.2,a
20990,18,female,public,phd,1.1,53.3,yes,15-30 min,no,group study,31.4,36.4,29.0,23.7,f
20991,15,other,private,phd,3.6,63.4,yes,30-60 min,no,online videos,51.6,69.0,67.0,60.0,d
20992,14,other,public,phd,1.2,58.9,yes,<15 min,yes,coaching,45.6,27.5,32.0,31.3,f
20993,14,female,private,diploma,6.5,75.1,yes,>60 min,no,group study,71.2,46.4,71.4,72.9,c
20994,14,male,private,high school,7.0,95.1,yes,30-60 min,no,coaching,100.0,78.0,100.0,100.0,a
20995,18,female,private,phd,2.2,85.6,yes,30-60 min,yes,textbook,44.6,50.4,46.6,50.4,e
20996,17,female,private,high school,3.7,78.5,yes,<15 min,no,coaching,69.3,88.9,54.7,64.9,d
20997,18,other,private,no formal,3.2,55.5,no,15-30 min,yes,online videos,56.6,43.1,46.8,39.4,f
20998,15,female,private,post graduate,2.7,72.5,yes,15-30 min,no,online videos,52.4,49.1,46.4,53.9,e
20999,18,male,public,post graduate,6.4,88.5,yes,15-30 min,yes,notes,70.2,87.8,100.0,92.0,b
21000,16,male,public,high school,1.7,78.5,yes,15-30 min,yes,coaching,44.3,55.9,48.3,49.4,e
21001,17,male,public,graduate,4.5,80.4,yes,>60 min,no,coaching,55.7,66.6,57.7,60.4,d
21002,15,other,private,post graduate,1.3,95.6,no,<15 min,yes,textbook,67.1,52.5,63.4,58.3,d
21003,18,female,private,high school,4.5,79.5,yes,<15 min,no,group study,57.0,56.1,62.6,63.4,d
21004,15,other,public,no formal,7.4,94.5,yes,>60 min,no,mixed,100.0,81.7,94.6,97.2,a
21005,19,female,private,post graduate,5.8,99.0,no,>60 min,no,textbook,98.1,87.8,100.0,93.1,b
21006,16,other,private,diploma,0.9,69.5,yes,30-60 min,yes,notes,37.0,35.7,29.4,31.8,f
21007,16,female,public,phd,7.0,75.4,yes,>60 min,yes,group study,92.3,80.1,86.6,91.3,b
21008,18,male,private,no formal,6.0,72.4,yes,30-60 min,yes,online videos,69.1,72.3,100.0,72.8,c
21009,19,other,public,graduate,0.6,58.3,yes,>60 min,yes,group study,18.2,4.1,18.7,22.6,f
21010,15,other,private,post graduate,2.1,66.6,yes,15-30 min,no,mixed,54.7,59.4,46.9,51.9,e
21011,19,other,public,diploma,6.0,74.9,no,<15 min,yes,textbook,68.7,90.2,72.4,77.8,c
21012,18,other,private,graduate,6.0,87.5,no,30-60 min,yes,group study,89.9,89.6,94.1,80.9,c
21013,18,other,private,graduate,6.6,88.4,yes,30-60 min,no,online videos,100.0,100.0,96.6,93.9,b
21014,14,other,public,high school,7.9,61.8,no,>60 min,yes,coaching,77.0,70.3,70.0,80.0,c
21015,19,male,private,phd,4.6,86.3,yes,15-30 min,no,mixed,65.9,71.9,72.5,73.7,c
21016,18,male,private,no formal,4.2,85.1,yes,15-30 min,no,coaching,69.5,61.3,67.3,69.8,d
21017,19,female,public,high school,7.8,76.6,yes,15-30 min,yes,coaching,85.0,74.2,89.6,86.3,b
21018,14,female,public,post graduate,6.6,88.7,no,30-60 min,yes,textbook,95.1,87.6,93.9,82.5,c
21019,17,male,private,post graduate,2.0,84.1,yes,15-30 min,yes,mixed,64.2,74.8,67.7,58.1,d
21020,18,male,private,post graduate,7.3,77.4,yes,<15 min,no,group study,99.3,96.5,97.7,95.4,a
21021,19,other,private,diploma,4.1,70.6,no,30-60 min,yes,notes,67.1,65.2,49.3,64.1,d
21022,15,male,public,graduate,3.9,88.6,yes,>60 min,yes,textbook,50.8,59.8,54.9,59.8,d
21023,18,other,private,graduate,8.0,79.7,yes,<15 min,yes,mixed,100.0,86.9,89.4,95.6,a
21024,16,male,public,graduate,5.1,97.8,yes,15-30 min,yes,textbook,72.9,73.5,67.2,74.9,c
21025,19,male,public,phd,1.2,70.6,yes,>60 min,yes,group study,44.2,43.0,51.7,40.1,e
21026,18,other,private,diploma,5.6,60.6,yes,<15 min,yes,mixed,81.5,69.5,64.9,65.2,d
21027,16,female,private,graduate,5.1,57.2,no,15-30 min,no,notes,84.9,70.9,53.7,71.5,c
21028,19,male,private,no formal,0.9,59.1,yes,30-60 min,no,notes,57.6,54.3,27.7,37.5,f
21029,15,male,public,no formal,1.6,93.4,yes,<15 min,yes,group study,57.5,65.7,65.2,57.8,d
21030,14,other,public,diploma,2.1,76.2,no,<15 min,no,mixed,54.8,33.5,38.2,39.6,f
21031,18,other,public,no formal,5.9,83.1,yes,<15 min,no,group study,84.0,77.9,75.2,80.9,c
21032,17,other,public,diploma,0.6,76.3,yes,<15 min,yes,notes,28.6,39.0,28.0,34.9,f
21033,14,other,public,post graduate,5.6,70.0,yes,<15 min,yes,coaching,77.3,100.0,89.3,80.3,c
21034,14,female,public,no formal,1.5,53.6,no,<15 min,yes,notes,34.3,46.6,31.7,37.6,f
21035,17,other,private,no formal,7.2,64.1,yes,<15 min,no,online videos,100.0,94.7,100.0,91.8,b
21036,14,other,private,phd,7.0,70.1,yes,30-60 min,yes,textbook,91.5,66.4,62.0,77.4,c
21037,15,other,private,post graduate,3.7,59.1,yes,>60 min,no,online videos,67.7,48.8,65.2,63.2,d
21038,14,other,public,diploma,7.0,65.5,no,30-60 min,no,mixed,79.6,76.9,76.2,73.1,c
21039,16,other,private,phd,6.1,62.3,yes,30-60 min,yes,textbook,59.4,69.4,58.3,63.8,d
21040,17,other,private,high school,6.6,57.3,yes,<15 min,yes,coaching,72.6,75.3,84.7,76.5,c
21041,14,male,private,high school,2.8,63.3,yes,30-60 min,yes,group study,48.3,63.1,42.6,51.9,e
